ObjectID,Term,ThesXrefType,LatitudeNumber,LongitudeNumber
30563,Arkansas,Place found,35,-93
30563,Bingen,Place found,33.97,-93.78
30563,Alaska,Place found,65,-153
30564,Arkansas,Place found,35,-93
30564,Yell,Place found,35,-93.42
30564,Alaska,Place found,65,-153
30565,Ouachita River,Place found,34.68,-94.32
30565,Red River,Place found,34.57,-99.95
30565,Arkansas,Place found,35,-93
30565,Howard,Place found,34.1,-94.16
30565,Alaska,Place found,65,-153
30565,Southeast,Cultural Area,,
30566,Ouachita River,Place found,34.68,-94.32
30566,Red River,Place found,34.57,-99.95
30566,Arkansas,Place found,35,-93
30566,Hempstead,Place found,33.72,-93.67
30566,Alaska,Place found,65,-153
30567,Ouachita River,Place found,34.68,-94.32
30567,Red River,Place found,34.57,-99.95
30567,Arkansas,Place found,35,-93
30567,Hempstead,Place found,33.72,-93.67
30567,Alaska,Place found,65,-153
30568,Ohio,Place found,40,-80.83
30568,Shelby,Place found,40.32,-84.18
30568,Northeast,Cultural Area,,
30569,Arkansas,Place found,35,-93
30569,Scott,Place found,34.87,-94.33
30569,Alaska,Place found,65,-153
30570,Ouachita River,Place found,34.68,-94.32
30570,Red River,Place found,34.57,-99.95
30570,Arkansas,Place found,35,-93
30570,Hempstead,Place found,33.72,-93.67
30570,Alaska,Place found,65,-153
30570,Southeast,Cultural Area,,
30571,Louisiana,Place found,31,-92
30571,Webster parish,Place found,32.72,-93.35
30572,Arkansas,Place found,35,-93
30572,Phillips,Place found,34.45,-90.83
30572,Alaska,Place found,65,-153
30573,Arkansas,Place found,35,-93
30573,Schaal,Place found,33.82,-93.95
30573,Alaska,Place found,65,-153
30574,Arkansas,Place found,35,-93
30574,Washington,Place found,35.97,-94.23
30574,Alaska,Place found,65,-153
30575,Illinois,Place found,40,-89
30575,Cass,Place found,39.95,-90.23
30575,Northeast,Cultural Area,,
30576,Illinois,Place found,40,-89
30576,Northeast,Cultural Area,,
30576,Northern Illinois,Place found,,
30577,Ohio,Place found,40,-80.83
30577,Trumbull,Place found,41.67,-80.95
30577,Northeast,Cultural Area,,
30578,Illinois,Place found,40,-89
30578,Saint Clair,Place found,38.55,-89.92
30578,Northeast,Cultural Area,,
30579,Kentucky,Place found,37,-85
30579,Clinton,Place found,36.75,-85.15
30580,Michigan,Place found,44,-85
30580,Kent,Place found,43.33,-85.55
30580,Northeast,Cultural Area,,
30581,Illinois,Place found,40,-89
30581,Schuyler,Place found,40.15,-90.6
30581,Northeast,Cultural Area,,
30582,Missouri,Place found,38,-98
30582,Shelby,Place found,39.78,-93.83
30583,East of Rockies,Place found,,
30584,Ohio,Place found,40,-80.83
30584,Franklin,Place found,39.97,-83.16
30584,Northeast,Cultural Area,,
30585,Ohio,Place found,40,-80.83
30585,Trumbull,Place found,41.32,-80.77
30585,Northeast,Cultural Area,,
30586,Missouri,Place found,38,-98
30586,Bates,Place found,38.25,-94.35
30587,Illinois,Place found,40,-89
30587,Scott,Place found,39.65,-90.47
30587,Northeast,Cultural Area,,
30588,East Pennsylvania,Place found,,
30589,Missouri,Place found,38,-98
30589,Butler,Place found,36.72,-90.4
30590,Tennessee,Place found,35.5,-85
30590,Sullivan,Place found,36.52,-82.53
30591,East of Rockies,Place found,,
30592,East of Rockies,Place found,,
30593,Illinois,Place found,40,-89
30593,Damiansville,Place found,38.5,-89.62
30593,Northeast,Cultural Area,,
30594,Illinois,Place found,40,-89
30594,Livingston,Place found,40.87,-88.52
30594,Northeast,Cultural Area,,
30595,Oklahoma,Place found,35,-98
30595,Le Flore,Place found,34.9,-94.73
30596,Kentucky,Place found,37,-85
30596,Franklin,Place found,38.23,-84.87
30597,Missouri,Place found,38,-98
30597,Boone,Place found,39.33,-92.33
30598,Kentucky,Place found,37,-85
30598,Ohio,Place found,37.47,-86.87
30598,Northeast,Cultural Area,,
30599,Missouri,Place found,38,-98
30599,Montgomery,Place found,38.97,-91.48
30599,Ouachita River Basin,Place found,,
30600,Illinois,Place found,40,-89
30600,White,Place found,38.83,-88.17
30600,Northeast,Cultural Area,,
30601,Illinois,Place found,40,-89
30601,Calhoun,Place found,39.17,-90.65
30601,Northeast,Cultural Area,,
30602,Illinois,Place found,40,-89
30602,Calhoun,Place found,39.17,-90.65
30602,Northeast,Cultural Area,,
30603,Illinois,Place found,40,-89
30603,Morgan,Place found,39.72,-90.22
30603,Northeast,Cultural Area,,
30604,Illinois,Place found,40,-89
30604,Brown,Place found,39.97,-90.73
30604,Northeast,Cultural Area,,
30605,Kentucky,Place found,37,-85
30605,Franklin,Place found,38.23,-84.87
30606,Indiana,Place found,40,-86
30606,Gibson,Place found,38.35,-87.57
30607,East of Rockies,Place found,,
30608,Illinois,Place found,40,-89
30608,Calhoun,Place found,39.17,-90.65
30608,Northeast,Cultural Area,,
30609,Illinois,Place found,40,-89
30609,Calhoun,Place found,39.17,-90.65
30609,Northeast,Cultural Area,,
30610,Tennessee,Place found,35.5,-85
30610,Sequatchie,Place found,35.33,-85.38
30611,Tennessee,Place found,35.5,-85
30611,Montgomery,Place found,36.48,-87.48
30611,Ouachita River Basin,Place found,,
30612,Indiana,Place found,40,-86
30612,Clark,Place found,38.48,-85.75
30612,Ouachita River Basin,Place found,,
30613,Wisconsin,Place found,45,-90
30613,Marquette,Place found,43.82,-89.4
30614,Illinois,Place found,40,-89
30614,La Salle,Place found,41.35,-88.88
30614,Northeast,Cultural Area,,
30615,East of Rockies,Place found,,
30616,Arkansas,Place found,35,-93
30616,Pike,Place found,34.15,-93.67
30616,Alaska,Place found,65,-153
30616,Southeast,Cultural Area,,
30616,Ouachita River Basin,Place found,,
30617,Illinois,Place found,40,-89
30617,Saline,Place found,37.77,-88.55
30617,Northeast,Cultural Area,,
30617,Ouachita River Basin,Place found,,
30618,Ohio,Place found,40,-80.83
30618,Miami,Place found,40.5,-84.23
30618,Northeast,Cultural Area,,
30619,East of Rockies,Place found,,
30620,Oklahoma,Place found,35,-98
30620,Le Flore,Place found,34.9,-94.73
30620,Southeast,Cultural Area,,
30622,Oklahoma,Place found,35,-98
30622,Le Flore,Place found,34.9,-94.73
30622,Southeast,Cultural Area,,
30623,United States of America,Place found,38,-98
30623,Great Plains,Place found,39.42,-101.28
30623,Plains,Cultural Area,,
30624,Oklahoma,Place found,35,-98
30624,Le Flore,Place found,34.9,-94.73
30624,Southeast,Cultural Area,,
30625,Oklahoma,Place found,35,-98
30625,Le Flore,Place found,34.9,-94.73
30625,Southeast,Cultural Area,,
30626,Mesoamerica,Cultural Area,,
30627,Oklahoma,Place found,35,-98
30627,Le Flore,Place found,34.9,-94.73
30627,Southeast,Cultural Area,,
30628,Oklahoma,Place found,35,-98
30628,Le Flore,Place found,34.9,-94.73
30628,Southeast,Cultural Area,,
30629,Alaska,Place found,65,-153
30629,Arctic,Cultural Area,,
30630,Oklahoma,Place found,35,-98
30630,Le Flore,Place found,34.9,-94.73
30630,Southeast,Cultural Area,,
30632,Illinois,Place found,40,-89
30632,Fulton,Place found,40.47,-90.18
30632,Northeast,Cultural Area,,
30633,Kentucky,Place found,37,-85
30633,Cumberland,Place found,36.8,-85.4
30634,Tennessee,Place found,35.5,-85
30634,Southeast,Cultural Area,,
30635,Missouri,Place found,38,-98
30635,Mississippi,Place found,36.82,-89.32
30635,Wolf Island,Place found,36.73,-89.2
30635,Saint Francis River Basin,Place found,,
30637,Ohio,Place found,40,-80.83
30637,Franklin,Place found,39.97,-83.16
30637,Northeast,Cultural Area,,
30637,Lislie Farm,Place found,,
30638,Kentucky,Place found,37,-85
30638,Columbus,Place found,38.33,-84.35
30639,Missouri,Place found,38,-98
30639,Saint Charles,Place found,38.77,-90.73
30640,Ouachita River,Place found,34.68,-94.32
30640,Gibson Place,Place found,31.75,-108.78
30640,Arkansas,Place found,35,-93
30640,Southeast,Cultural Area,,
30640,Gibson Place,Place found,,
30641,Illinois,Place found,40,-89
30641,Northeast,Cultural Area,,
30642,Illinois,Place found,40,-89
30642,Madison,Place found,0,0
30642,Northeast,Cultural Area,,
30643,Illinois,Place found,40,-89
30643,Calhoun,Place found,39.17,-90.65
30643,Northeast,Cultural Area,,
30643,Northeast,Cultural Area,,
30645,Illinois,Place found,40,-89
30645,Calhoun,Place found,39.17,-90.65
30645,Northeast,Cultural Area,,
30645,Northeast,Cultural Area,,
30646,Missouri,Place found,38,-98
30646,Lewis,Place found,40.1,-91.72
30647,Ohio,Place found,40,-80.83
30647,Marysville,Place found,40.23,-83.37
30647,Northeast,Cultural Area,,
30649,Ohio,Place found,40,-80.83
30649,Butler,Place found,39.45,-84.57
30649,Northeast,Cultural Area,,
30650,Indiana,Place found,40,-86
30650,Scott,Place found,38.68,-85.77
30651,Kentucky,Place found,37,-85
30651,Cumberland,Place found,36.8,-85.4
30652,Illinois,Place found,40,-89
30652,Northeast,Cultural Area,,
30653,Missouri,Place found,38,-98
30653,Pemiscot,Place found,36.23,-89.82
30654,Arkansas,Place found,35,-93
30654,Lafayette,Place found,33.27,-93.6
30654,Bradley,Place found,33.83,-93.65
30654,Alaska,Place found,65,-153
30654,Southeast,Cultural Area,,
30654,Bradley Place Site,Place found,,
30654,Red River Basin,Place found,,
30655,Illinois,Place found,40,-89
30655,Union,Place found,37.45,-89.25
30655,Northeast,Cultural Area,,
30655,Ouachita River Basin,Place found,,
30656,Tennessee,Place found,35.5,-85
30656,Hamilton,Place found,35.2,-85.15
30656,Southeast,Cultural Area,,
30657,Tennessee,Place found,35.5,-85
30657,DeKalb,Place found,0,0
30657,Southeast,Cultural Area,,
30658,Tennessee,Place found,35.5,-85
30658,Obion,Place found,36.38,-89.15
30658,Southeast,Cultural Area,,
30659,Illinois,Place found,40,-89
30659,Madison,Place found,0,0
30659,Northeast,Cultural Area,,
30660,Illinois,Place found,40,-89
30660,Jersey,Place found,39.66,-90.35
30660,Northeast,Cultural Area,,
30661,Missouri,Place found,38,-98
30661,Stoddard,Place found,36.25,-89.95
30662,Missouri,Place found,38,-98
30662,Franklin,Place found,38.43,-91.66
30663,Illinois,Place found,40,-89
30663,Madison,Place found,0,0
30663,Northeast,Cultural Area,,
30664,Illinois,Place found,40,-89
30664,Madison,Place found,0,0
30664,Northeast,Cultural Area,,
30665,Missouri,Place found,38,-98
30665,Franklin,Place found,38.43,-91.66
30666,Illinois,Place found,40,-89
30666,Calhoun,Place found,39.17,-90.65
30666,Northeast,Cultural Area,,
30668,Illinois,Place found,40,-89
30668,Saint Clair,Place found,38.55,-89.92
30668,Northeast,Cultural Area,,
30669,Illinois,Place found,40,-89
30669,Madison,Place found,0,0
30669,Northeast,Cultural Area,,
30670,Illinois,Place found,40,-89
30670,Jersey,Place found,39.66,-90.35
30670,Northeast,Cultural Area,,
30671,Illinois,Place found,40,-89
30671,Pike,Place found,39.6,-90.82
30671,Northeast,Cultural Area,,
30671,Ouachita River Basin,Place found,,
30672,Illinois,Place found,40,-89
30672,Jersey,Place found,39.66,-90.35
30672,Northeast,Cultural Area,,
30673,Illinois,Place found,40,-89
30673,Northeast,Cultural Area,,
30674,Kentucky,Place found,37,-85
30674,Russell,Place found,36.98,-85.33
30675,Illinois,Place found,40,-89
30675,Cass,Place found,39.95,-90.23
30675,Northeast,Cultural Area,,
30676,Illinois,Place found,40,-89
30676,Hardin,Place found,37.52,-88.52
30676,Northeast,Cultural Area,,
30677,Tennessee,Place found,35.5,-85
30677,Warren,Place found,35.68,-85.78
30677,Southeast,Cultural Area,,
30678,Missouri,Place found,38,-98
30678,Marion,Place found,39.82,-91.6
30679,Illinois,Place found,40,-89
30679,Adams,Place found,39.97,-91.18
30679,Northeast,Cultural Area,,
30681,Illinois,Place found,40,-89
30681,Adams,Place found,39.97,-91.18
30681,Northeast,Cultural Area,,
30683,Northeast,Cultural Area,,
30684,Michigan,Place found,44,-85
30684,Oakland,Place found,42.67,-83.4
30684,Northeast,Cultural Area,,
30685,Illinois,Place found,40,-89
30685,Peoria,Place found,40.77,-89.77
30685,Northeast,Cultural Area,,
30686,Illinois,Place found,40,-89
30686,Northeast,Cultural Area,,
30688,Illinois,Place found,40,-89
30688,Perry,Place found,38.83,-89.37
30688,Northeast,Cultural Area,,
30689,Missouri,Place found,38,-98
30689,Butler,Place found,36.72,-90.4
30691,Illinois,Place found,40,-89
30691,Monroe,Place found,38.28,-90.18
30691,Northeast,Cultural Area,,
30692,Illinois,Place found,40,-89
30692,Jersey,Place found,39.66,-90.35
30692,Northeast,Cultural Area,,
30693,Missouri,Place found,38,-98
30693,Jackson,Place found,39.16,-94.35
30693,Saint Louis,Place found,38.63,-90.4
30694,Missouri,Place found,38,-98
30694,Cole,Place found,38.5,-92.28
30696,Illinois,Place found,40,-89
30696,Carroll,Place found,42.66,-89.92
30696,Northeast,Cultural Area,,
30697,Northeast,Cultural Area,,
30698,Northeast,Cultural Area,,
30699,Ouachita River,Place found,34.68,-94.32
30699,Red River,Place found,34.57,-99.95
30699,Arkansas,Place found,35,-93
30699,Howard,Place found,34.1,-94.16
30699,Alaska,Place found,65,-153
30699,Southeast,Cultural Area,,
30700,Ouachita River,Place found,34.68,-94.32
30700,Red River,Place found,34.57,-99.95
30700,Arkansas,Place found,35,-93
30700,Hempstead,Place found,33.72,-93.67
30700,Alaska,Place found,65,-153
30700,Southeast,Cultural Area,,
30701,Missouri,Place found,38,-98
30701,Perry,Place found,37.7,-89.83
30702,Ouachita River,Place found,34.68,-94.32
30702,Red River,Place found,34.57,-99.95
30702,Arkansas,Place found,35,-93
30702,Hempstead,Place found,33.72,-93.67
30702,Alaska,Place found,65,-153
30702,Southeast,Cultural Area,,
30703,Ouachita River,Place found,34.68,-94.32
30703,Red River,Place found,34.57,-99.95
30703,Arkansas,Place found,35,-93
30703,Howard,Place found,34.1,-94.16
30703,Alaska,Place found,65,-153
30703,Southeast,Cultural Area,,
30704,Arkansas,Place found,35,-93
30704,Scott,Place found,34.87,-94.33
30704,Alaska,Place found,65,-153
30704,Southeast,Cultural Area,,
30706,Arkansas,Place found,35,-93
30706,Scott,Place found,34.87,-94.33
30706,Alaska,Place found,65,-153
30706,Southeast,Cultural Area,,
30707,Arkansas,Place found,35,-93
30707,Scott,Place found,34.87,-94.33
30707,Alaska,Place found,65,-153
30707,Southeast,Cultural Area,,
30713,Ouachita River,Place found,34.68,-94.32
30713,Red River,Place found,34.57,-99.95
30713,Arkansas,Place found,35,-93
30713,Howard,Place found,34.1,-94.16
30713,Alaska,Place found,65,-153
30713,Southeast,Cultural Area,,
30714,Arkansas,Place found,35,-93
30714,Scott,Place found,34.87,-94.33
30714,Alaska,Place found,65,-153
30714,Southeast,Cultural Area,,
30715,Arkansas,Place found,35,-93
30715,Scott,Place found,34.87,-94.33
30715,Alaska,Place found,65,-153
30715,Southeast,Cultural Area,,
30716,Arkansas,Place found,35,-93
30716,Scott,Place found,34.87,-94.33
30716,Alaska,Place found,65,-153
30716,Southeast,Cultural Area,,
30718,Arkansas,Place found,35,-93
30718,Sevier,Place found,33.98,-94.25
30718,Alaska,Place found,65,-153
30718,Southeast,Cultural Area,,
30718,Red River Basin,Place found,,
30719,Ouachita River,Place found,34.68,-94.32
30719,Red River,Place found,34.57,-99.95
30719,Arkansas,Place found,35,-93
30719,Howard,Place found,34.1,-94.16
30719,Alaska,Place found,65,-153
30719,Southeast,Cultural Area,,
30720,Arkansas,Place found,35,-93
30720,Scott,Place found,34.87,-94.33
30720,Alaska,Place found,65,-153
30720,Southeast,Cultural Area,,
30721,Ouachita River,Place found,34.68,-94.32
30721,Red River,Place found,34.57,-99.95
30721,Arkansas,Place found,35,-93
30721,Hempstead,Place found,33.72,-93.67
30721,Alaska,Place found,65,-153
30721,Southeast,Cultural Area,,
30722,Arkansas,Place found,35,-93
30722,Scott,Place found,34.87,-94.33
30722,Alaska,Place found,65,-153
30722,Southeast,Cultural Area,,
30723,Arkansas,Place found,35,-93
30723,Scott,Place found,34.87,-94.33
30723,Alaska,Place found,65,-153
30723,Southeast,Cultural Area,,
30724,Arkansas,Place found,35,-93
30724,Scott,Place found,34.87,-94.33
30724,Alaska,Place found,65,-153
30724,Southeast,Cultural Area,,
30725,Arkansas,Place found,35,-93
30725,Scott,Place found,34.87,-94.33
30725,Alaska,Place found,65,-153
30725,Southeast,Cultural Area,,
30727,Arkansas,Place found,35,-93
30727,Drew,Place found,33.6,-91.72
30727,Alaska,Place found,65,-153
30727,Southeast,Cultural Area,,
30727,Ouachita River Basin,Place found,,
30730,Arkansas,Place found,35,-93
30730,Scott,Place found,34.87,-94.33
30730,Alaska,Place found,65,-153
30730,Southeast,Cultural Area,,
30734,Arkansas,Place found,35,-93
30734,Scott,Place found,34.87,-94.33
30734,Alaska,Place found,65,-153
30734,Southeast,Cultural Area,,
30736,Ouachita River,Place found,34.68,-94.32
30736,Red River,Place found,34.57,-99.95
30736,Arkansas,Place found,35,-93
30736,Nevada,Place found,33.65,-93.33
30736,Alaska,Place found,65,-153
30736,Southeast,Cultural Area,,
30738,Arkansas,Place found,35,-93
30738,Sevier,Place found,33.98,-94.25
30738,Alaska,Place found,65,-153
30738,Southeast,Cultural Area,,
30738,Red River Basin,Place found,,
30739,Arkansas,Place found,35,-93
30739,Garland,Place found,34.57,-93.15
